question,qtype,source
what is neurosarrciidosiss,information,typo
What is (are) Mittelschmerz ?,information,original
what is mittelschmerz,information,colloquial
whaat us mittelschmerz,information,typo
What is (are) Substance use - inhalants ?,information,original
what is substance use - inhalants,information,colloquial
what is substance use - inhakants,information,typo
What is (are) Cardiogenic shock ?,information,original
what is cardiogenic shock,information,colloquial
what is cardiogeeniv shck,information,typo
What is (are) Growth hormone test ?,information,original
what is growth hormone test,information,colloquial
what is growth hormoe test,information,typo
Do you have information about Sputum direct fluorescent antibody (DFA),information,original
do you have information about sputum direct fluorescent antibody (dfa),information,colloquial
do you hhave inormqyion about sutum direct fluorescent antivody (dfa),information,typo
What is (are) Rheumatoid Arthritis ?,information,original
what is rheumatoid arthritis,information,colloquial
what is rheumatoid aryhritis,information,typo
What is (are) Nakajo-Nishimura syndrome ?,information,original
what is nakajo-nishimura syndrome,information,colloquial
whhat is naajo-nishimura syndrme,information,typo
What is (are) Seasonal affective disorder ?,information,original
what is seasonal affective disorder,information,colloquial
what is seasonal affective isorder,information,typo
What is (are) Monogenic Forms of Diabetes: Neonatal Diabetes Mellitus and Maturity-onset Diabetes of the Young ?,information,original
what is monogenic forms of diabetes: neonatal diabetes mellitus and maturity-onset diabetes of the young,information,colloquial
what is monogeniic forms of diabetes: neonata diabetes mellitus and maturity-onset diabetes of the young,information,typo
What is (are) Large granular lymphocyte leukemia ?,information,original
what is large granular lymphocyte leukemia,information,colloquial
whhat is large granullar lymphocytte lrukemia,information,typo
What is Palm Oil ?,information,original
what is palm oil,information,colloquial
what is pam oil,information,typo
What is (are) Rhabdomyosarcoma ?,information,original
what is rhabdomyosarcoma,information,colloquial
what is rhabdpmyodarcoma,information,typo
What is (are) Alpers' Disease ?,information,original
what is alpers' disease,information,colloquial
what is alpers' diisease,information,typo
Do you have information about Healthy food trends -- flaxseeds,information,original
do you have information about healthy food trends -- flaxseeds,information,colloquial
doo you hav infoormation aout healthy good trends -- flaxseeds,information,typo
What is (are) Epidermolysis bullosa ?,information,original
what is epidermolysis bullosa,information,colloquial
whatt is epiderrmlysis bullosa,information,typo
What is (are) Bell's Palsy ?,information,original
what is bell's palsy,information,colloquial
what is bell's palsy,information,typo
What is (are) Autosomal recessive polycystic kidney disease ?,information,original
what is autosomal recessive polycystic kidney disease,information,colloquial
what is atosmal rcessuve polycystic kidney disease,information,typo
What is (are) Parapneumonic pleural effusion ?,information,original
what is parapneumonic pleural effusion,information,colloquial
what is parapnumonc pleural effusion,information,typo
What is (are) Parkinson's Disease ?,information,original
what is parkinson's disease,information,colloquial
what is prrkinson's disease,information,typo
What is (are) Gillespie syndrome ?,information,original
what is gillespie syndrome,information,colloquial
hat is gillesie ssyndrome,information,typo
What is (are) 3-M syndrome ?,information,original
what is 3-m syndrome,information,colloquial
wgat is 3-m syndrpme,information,typo
What is (are) Urinary incontinence surgery - female - discharge ?,information,original
what is urinary incontinence surgery - female - discharge,information,colloquial
what is urinary ncontinence ssurggey - female - discharge,information,typo
Do you have information about Diclofenac sodium overdose,information,original
do you have information about diclofenac sodium overdose,information,colloquial
do uou have information about dicloffenac ssodium overdose,information,typo
What is (are) primary macronodular adrenal hyperplasia ?,information,original
what is primary macronodular adrenal hyperplasia,information,colloquial
what is primay mqcronoodular adrenal hyperplasia,information,typo
What is (are) Gangrene ?,information,original
what is gangrene,information,colloquial
what is gangrenee,information,typo
What is (are) Tardive dyskinesia ?,information,original
what is tardive dyskinesia,information,colloquial
ehat iss ttaardive dyskinesia,information,typo
What is (are) H1N1 influenza (Swine flu) ?,information,original
what is h1n1 influenza (swine flu),information,colloquial
what is h1n1 influenza (sswie flluu),information,typo
What is (are) Farber's disease ?,information,original
what is farber's disease,information,colloquial
what is farber's diseasee,information,typo
What is (are) Sleep Apnea ?,information,original
what is sleep apnea,information,colloquial
what ia sleep apnea,information,typo
What is (are) Osteogenesis imperfecta type III ?,information,original
what is osteogenesis imperfecta type iii,information,colloquial
what is oosteogenesis iimperfecya type ii,information,typo
What is (are) Learning about depression ?,information,original
what is learning about depression,information,colloquial
what is larni about deprssion,information,typo
Do you have information about Hemorrhagic,information,original
do you have information about hemorrhagic,information,colloquial
do you have informatipn about hemorrhagic,information,typo
What is (are) Head Injuries ?,information,original
what is head injuries,information,colloquial
what is head injuries,information,typo
What is (are) focal dermal hypoplasia ?,information,original
what is focal dermal hypoplasia,information,colloquial
what is fical dermal hypoplasia,information,typo
What is (are) Williams syndrome ?,information,original
what is williams syndrome,information,colloquial
what is willluams syndrome,information,typo
What is (are) Hypotonia ?,information,original
what is hypotonia,information,colloquial
what is hypotonia,information,typo
Do you have information about Foods - fresh vs. frozen or canned,information,original
do you have information about foods - fresh vs. frozen or canned,information,colloquial
do you have infformation about foods - freesh vs. frozzen or canned,information,typo
What is (are) Timothy syndrome ?,information,original
what is timothy syndrome,information,colloquial
wha is timothy syndromr,information,typo
What is (are) Hoarseness ?,information,original
what is hoarseness,information,colloquial
what id hoarseess,information,typo
Do you have information about Hazardous materials,information,original
do you have information about hazardous materials,information,colloquial
do you have informatiob about hasrdoous matterials,information,typo
What is (are) Rickettsial pox ?,information,original
what is rickettsial pox,information,colloquial
what is rickettsial pox,information,typo
What is (are) androgenetic alopecia ?,information,original
what is androgenetic alopecia,information,colloquial
what is androgenetic alopeciaa,information,typo
What is (are) Pityriasis lichenoides chronica ?,information,original
what is pityriasis lichenoides chronica,information,colloquial
what is pityriasid lichennoides chronixa,information,typo
What is Human Papillomavirus (HPV) Vaccine (Gardasil-9) ?,information,original
what is human papillomavirus (hpv) vaccine (gardasil-9),information,colloquial
what is juan pspillomaviri (hpv) vaccine (gardasil-9),information,typo
What is (are) Respiratory syncytial virus (RSV) ?,information,original
what is respiratory syncytial virus (rsv),information,colloquial
what is respiratory syncytial virid (sv),information,typo
What is (are) Wrist sprain - aftercare ?,information,original
what is wrist sprain - aftercare,information,colloquial
what is wrist sptain - aftercare,information,typo
What is (are) Paroxysmal supraventricular tachycardia (PSVT) ?,information,original
what is paroxysmal supraventricular tachycardia (psvt),information,colloquial
what s paroxysmal suprraventricular tsxhycadia (psvt),information,typo
What is (are) Pulmonary veno-occlusive disease ?,information,original
what is pulmonary veno-occlusive disease,information,colloquial
whqt is pulmonary veno-occlusive diseae,information,typo
What is (are) Endometriosis ?,information,original
what is endometriosis,information,colloquial
wht is endmetriois,information,typo
What is (are) Camurati-Engelmann disease ?,information,original
what is camurati-engelmann disease,information,colloquial
what is canurati-engelmann disease,information,typo
What is (are) Donnai-Barrow syndrome ?,information,original
what is donnai-barrow syndrome,information,colloquial
what is donnai-barrow syndrome,information,typo
What is (are) Pregnancy and Thyroid Disease ?,information,original
what is pregnancy and thyroid disease,information,colloquial
what is pregnancy and thyroid disease,information,typo
What is (are) Endometrial stromal sarcoma ?,information,original
what is endometrial stromal sarcoma,information,colloquial
what is enndometrial stromal sarcoma,information,typo
What is (are) alkaptonuria ?,information,original
what is alkaptonuria,information,colloquial
what iss alkaptoonuria,information,typo
Do you have information about Mammography,information,original
do you have information about mammography,information,colloquial
do you have informationn about msnmography,information,typo
What is (are) Nutrition for Advanced Chronic Kidney Disease in Adults ?,information,original
what is nutrition for advanced chronic kidney disease in adults,information,colloquial
whst is nutrition for advancced chronic kidney disease in adulta,information,typo
What is (are) Rh Incompatibility ?,information,original
what is rh incompatibility,information,colloquial
ehat is rh incompatiility,information,typo
What is (are) Infertility - resources ?,information,original
what is infertility - resources,information,colloquial
whaay is inferrtiliity - reources,information,typo
Do you have information about Aging changes in hormone production,information,original
do you have information about aging changes in hormone production,information,colloquial
do you have ingormation about aging changes in hormone production,information,typo
What is (are) Gerstmann-Straussler-Scheinker Disease ?,information,original
what is gerstmann-straussler-scheinker disease,information,colloquial
what is gerstman-strausser-scheinker diseae,information,typo
What is (are) Paget disease of bone ?,information,original
what is paget disease of bone,information,colloquial
what is paget diseease of bone,information,typo
Do you have information about Club Drugs,information,original
do you have information about club drugs,information,colloquial
do you hhave information bouut club drugs,information,typo
What is (are) Rotor syndrome ?,information,original
what is rotor syndrome,information,colloquial
what is rotpr syndrome,information,typo
What is (are) Meningioma ?,information,original
what is meningioma,information,colloquial
what is meninioma,information,typo
What is (are) Hereditary sensory and autonomic neuropathy ?,information,original
what is hereditary sensory and autonomic neuropathy,information,colloquial
what is hereditaryy esory and autonomic neuropathy,information,typo
What is (are) microphthalmia with linear skin defects syndrome ?,information,original
what is microphthalmia with linear skin defects syndrome,information,colloquial
what is micropphthlmia wirh llinear skin defects syndrome,information,typo
Do you have information about Candles poisoning,information,original
do you have information about candles poisoning,information,colloquial
do you have information abut cndles poosonung,information,typo
What is (are) Developmental Dyspraxia ?,information,original
what is developmental dyspraxia,information,colloquial
what is develomental dyspraxia,information,typo
What is (are) Carbon baby syndrome ?,information,original
what is carbon baby syndrome,information,colloquial
what is carbon baby syndromee,information,typo
What is (are) Biopsy - polyps ?,information,original
what is biopsy - polyps,information,colloquial
wwhay is biopsy - polyps,information,typo
Do you have information about Liver Function Tests,information,original
do you have information about liver function tests,information,colloquial
do you hae unformation about lier fynctiom tests,information,typo
What is (are) Asymptomatic bacteriuria ?,information,original
what is asymptomatic bacteriuria,information,colloquial
what is asymmptomattiic bacteriutia,information,typo
Is Stormorken syndrome inherited ?,inheritance,original
is stormorken syndrome inherited,inheritance,colloquial
is stormorkn synddrrome inherrited,inheritance,typo
Is glycogen storage disease type VII inherited ?,inheritance,original
is glycogen storage disease type vii inherited,inheritance,colloquial
is glycogen storage disease type vi iherited,inheritance,typo
Is Laron syndrome inherited ?,inheritance,original
is laron syndrome inherited,inheritance,colloquial
ia laron syndrome inheried,inheritance,typo
Is Cold urticaria inherited ?,inheritance,original
is cold urticaria inherited,inheritance,colloquial
os cold urticaeia inherited,inheritance,typo
Is Kuskokwim syndrome inherited ?,inheritance,original
is kuskokwim syndrome inherited,inheritance,colloquial
ia uskokwim syndrome ineritted,inheritance,typo
Is Holt-Oram syndrome inherited ?,inheritance,original
is holt-oram syndrome inherited,inheritance,colloquial
is hoolt-oram sndrome inhheitedd,inheritance,typo
Is carnitine palmitoyltransferase I deficiency inherited ?,inheritance,original
is carnitine palmitoyltransferase i deficiency inherited,inheritance,colloquial
s carmitine palmitoyltransfrase i deficiency inherted,inheritance,typo
Is Leber hereditary optic neuropathy inherited ?,inheritance,original
is leber hereditary optic neuropathy inherited,inheritance,colloquial
is lleber hereditary opticc neuropathy inheeited,inheritance,typo
Is Fryns syndrome inherited ?,inheritance,original
is fryns syndrome inherited,inheritance,colloquial
is fryns synrome ineriteed,inheritance,typo
Is 17q23.1q23.2 microdeletion syndrome inherited ?,inheritance,original
is 17q23.1q23.2 microdeletion syndrome inherited,inheritance,colloquial
is 17q23.1q23.2 miirodeletion syndrome inherited,inheritance,typo
Is Amish lethal microcephaly inherited ?,inheritance,original
is amish lethal microcephaly inherited,inheritance,colloquial
is amish lethall microcephaly inheriyed,inheritance,typo
Is Moebius syndrome inherited ?,inheritance,original
is moebius syndrome inherited,inheritance,colloquial
is moebius syndrome inheited,inheritance,typo
Is Hereditary lymphedema type II inherited ?,inheritance,original
is hereditary lymphedema type ii inherited,inheritance,colloquial
is hereduary lymphhedema typee ii iheritd,inheritance,typo
Is Tietze syndrome inherited ?,inheritance,original
is tietze syndrome inherited,inheritance,colloquial
is tietxe synfrome injerited,inheritance,typo
Is epidermolysis bullosa with pyloric atresia inherited ?,inheritance,original
is epidermolysis bullosa with pyloric atresia inherited,inheritance,colloquial
is pideermolysis bullisa ith pyliric qtresia inheeited,inheritance,typo
Is Glucose transporter type 1 deficiency syndrome inherited ?,inheritance,original
is glucose transporter type 1 deficiency syndrome inherited,inheritance,colloquial
is glucose transporter typpe 1 deficiency syndrome bheerrited,inheritance,typo
Is Silver syndrome inherited ?,inheritance,original
is silver syndrome inherited,inheritance,colloquial
is siler syndrome innheritted,inheritance,typo
Is primary ciliary dyskinesia inherited ?,inheritance,original
is primary ciliary dyskinesia inherited,inheritance,colloquial
is primary ciliary dyskinesia inheited,inheritance,typo
Is gyrate atrophy of the choroid and retina inherited ?,inheritance,original
is gyrate atrophy of the choroid and retina inherited,inheritance,colloquial
is gyrate atrophy of the choroid and retina inherited,inheritance,typo
Is ethylmalonic encephalopathy inherited ?,inheritance,original
is ethylmalonic encephalopathy inherited,inheritance,colloquial
is etthylmalnic enepjalopathy inherited,inheritance,typo
Is giant axonal neuropathy inherited ?,inheritance,original
is giant axonal neuropathy inherited,inheritance,colloquial
is giant axonal neuropathy inherited,inheritance,typo
"Is congenital deafness with labyrinthine aplasia, microtia, and microdontia inherited ?",inheritance,original
"is congenital deafness with labyrinthine aplasia, microtia, and microdontia inherited",inheritance,colloquial
"is ongennital deadness with labyrinthine aplasia, microtia, and microdonntia innherited",inheritance,typo
Is juvenile hyaline fibromatosis inherited ?,inheritance,original
is juvenile hyaline fibromatosis inherited,inheritance,colloquial
is juvenile hyaline fibromatisis iheritrd,inheritance,typo
Is Donnai-Barrow syndrome inherited ?,inheritance,original
is donnai-barrow syndrome inherited,inheritance,colloquial
is donnai-arow syndrome inheriteed,inheritance,typo
Is autosomal recessive hypotrichosis inherited ?,inheritance,original
is autosomal recessive hypotrichosis inherited,inheritance,colloquial
is atosomal recwssivee hypotrichosis inherited,inheritance,typo
Is mycosis fungoides inherited ?,inheritance,original
is mycosis fungoides inherited,inheritance,colloquial
is mycosis funhoides inheritedd,inheritance,typo
Is Multiple epiphyseal dysplasia inherited ?,inheritance,original
is multiple epiphyseal dysplasia inherited,inheritance,colloquial
iss multiple epiphyseal dysplasia iinhried,inheritance,typo
Is Troyer syndrome inherited ?,inheritance,original
is troyer syndrome inherited,inheritance,colloquial
is roye syndrome inherited,inheritance,typo
Is methylmalonic acidemia with homocystinuria inherited ?,inheritance,original
is methylmalonic acidemia with homocystinuria inherited,inheritance,colloquial
is methylmalonic acidemia with honocystinurria nherited,inheritance,typo
Is desmosterolosis inherited ?,inheritance,original
is desmosterolosis inherited,inheritance,colloquial
is desmoserollosis inherited,inheritance,typo
Is neonatal onset multisystem inflammatory disease inherited ?,inheritance,original
is neonatal onset multisystem inflammatory disease inherited,inheritance,colloquial
id neonatal onset multisystem inflammatory disease onherited,inheritance,typo
Is tetra-amelia syndrome inherited ?,inheritance,original
is tetra-amelia syndrome inherited,inheritance,colloquial
is tetra-amelia syndrome inerited,inheritance,typo
Is 3-methylcrotonyl-CoA carboxylase deficiency inherited ?,inheritance,original
is 3-methylcrotonyl-coa carboxylase deficiency inherited,inheritance,colloquial
is 3-methylcrotonyl-coa carboxylase deficiency inherited,inheritance,typo
Is Schwartz Jampel syndrome type 1 inherited ?,inheritance,original
is schwartz jampel syndrome type 1 inherited,inheritance,colloquial
is schwartz jampel synddrome type 1 inherited,inheritance,typo
Is factor V Leiden thrombophilia inherited ?,inheritance,original
is factor v leiden thrombophilia inherited,inheritance,colloquial
is factto v leiden thrimboophilia inherited,inheritance,typo
Is ulcerative colitis inherited ?,inheritance,original
is ulcerative colitis inherited,inheritance,colloquial
is ulcerqtive cpliyis inheritted,inheritance,typo
Is pyruvate carboxylase deficiency inherited ?,inheritance,original
is pyruvate carboxylase deficiency inherited,inheritance,colloquial
is pyruvate carrboxulase deficiency inheritd,inheritance,typo
Is sensorineural deafness and male infertility inherited ?,inheritance,original
is sensorineural deafness and male infertility inherited,inheritance,colloquial
is sesoriinuraal deafness and male infeertility inherited,inheritance,typo
Is pseudoachondroplasia inherited ?,inheritance,original
is pseudoachondroplasia inherited,inheritance,colloquial
is pseudoachobdroplasia inherited,inheritance,typo
Is Proteus syndrome inherited ?,inheritance,original
is proteus syndrome inherited,inheritance,colloquial
is protteus syndrome inhherited,inheritance,typo
Is task-specific focal dystonia inherited ?,inheritance,original
is task-specific focal dystonia inherited,inheritance,colloquial
is task-speciffic focal dystonia inheriteed,inheritance,typo
Is Jervell and Lange-Nielsen syndrome inherited ?,inheritance,original
is jervell and lange-nielsen syndrome inherited,inheritance,colloquial
is jwrvell anf lange-nielsen syndrrome inherited,inheritance,typo
Is spondylothoracic dysostosis inherited ?,inheritance,original
is spondylothoracic dysostosis inherited,inheritance,colloquial
is ponsylothoracic dysostoss inherited,inheritance,typo
Is Nephrocalcinosis inherited ?,inheritance,original
is nephrocalcinosis inherited,inheritance,colloquial
is nephtocalcinossis inherited,inheritance,typo
Is Angelman syndrome inherited ?,inheritance,original
is angelman syndrome inherited,inheritance,colloquial
is angwllman syndrome innherited,inheritance,typo
Is Pallister-Killian mosaic syndrome inherited ?,inheritance,original
is pallister-killian mosaic syndrome inherited,inheritance,colloquial
is palliiter-kikliqn mosaic syndrrome imherited,inheritance,typo
Is dyskeratosis congenita inherited ?,inheritance,original
is dyskeratosis congenita inherited,inheritance,colloquial
is dyskeratpais cobgenita unherited,inheritance,typo
Is Alstrm syndrome inherited ?,inheritance,original
is alstrm syndrome inherited,inheritance,colloquial
is alstrm syndrome inherited,inheritance,typo
Is Tietz syndrome inherited ?,inheritance,original
is tietz syndrome inherited,inheritance,colloquial
ia yietz syndrome inherited,inheritance,typo
Is tibial muscular dystrophy inherited ?,inheritance,original
is tibial muscular dystrophy inherited,inheritance,colloquial
is tiibial muscular dystrophy inheerited,inheritance,typo
Is arginase deficiency inherited ?,inheritance,original
is arginase deficiency inherited,inheritance,colloquial
is arinase deficiecy inherited,inheritance,typo
Is Adenoid cystic carcinoma inherited ?,inheritance,original
is adenoid cystic carcinoma inherited,inheritance,colloquial
is adenpiid cystic caexumoma inherite,inheritance,typo
Is Hereditary sensory neuropathy type IE inherited ?,inheritance,original
is hereditary sensory neuropathy type ie inherited,inheritance,colloquial
is heredtary sensory nropathhy type ie inhrited,inheritance,typo
Is mitochondrial trifunctional protein deficiency inherited ?,inheritance,original
is mitochondrial trifunctional protein deficiency inherited,inheritance,colloquial
is mitochondtial trifunctional protein deficiency iinnhrrruted,inheritance,typo
Is adiposis dolorosa inherited ?,inheritance,original
is adiposis dolorosa inherited,inheritance,colloquial
is aiposis dolorosa inherited,inheritance,typo
Is Bloom syndrome inherited ?,inheritance,original
is bloom syndrome inherited,inheritance,colloquial
is bloom syndrome inherited,inheritance,typo
Is Fanconi anemia inherited ?,inheritance,original
is fanconi anemia inherited,inheritance,colloquial
is fanconi aemia inherited,inheritance,typo
Is vitamin D-dependent rickets inherited ?,inheritance,original
is vitamin d-dependent rickets inherited,inheritance,colloquial
is vutamin d-dependent rikets innherited,inheritance,typo
Is desmoid tumor inherited ?,inheritance,original
is desmoid tumor inherited,inheritance,colloquial
ia desmoid tuor inherited,inheritance,typo
Is adermatoglyphia inherited ?,inheritance,original
is adermatoglyphia inherited,inheritance,colloquial
is adermatogyphia inheriited,inheritance,typo
Is Hypokalemic periodic paralysis inherited ?,inheritance,original
is hypokalemic periodic paralysis inherited,inheritance,colloquial
is hypokalemic periodic pparalysis inherrited,inheritance,typo
Is MECP2 duplication syndrome inherited ?,inheritance,original
is mecp2 duplication syndrome inherited,inheritance,colloquial
is mecp2 dupllicqtion syndrome inherited,inheritance,typo
Is Leber congenital amaurosis inherited ?,inheritance,original
is leber congenital amaurosis inherited,inheritance,colloquial
is lebr coenital amaurosis inherited,inheritance,typo
Is Cherubism inherited ?,inheritance,original
is cherubism inherited,inheritance,colloquial
is ccherubism inherited,inheritance,typo
Is esophageal atresia/tracheoesophageal fistula inherited ?,inheritance,original
is esophageal atresia/tracheoesophageal fistula inherited,inheritance,colloquial
is esophageal atresia/trachepesophaageal fistula onherited,inheritance,typo
Is adult polyglucosan body disease inherited ?,inheritance,original
is adult polyglucosan body disease inherited,inheritance,colloquial
iis adult polyglucoan body disease inherired,inheritance,typo
Is aromatase deficiency inherited ?,inheritance,original
is aromatase deficiency inherited,inheritance,colloquial
is aromatase deficiency inherited,inheritance,typo
Is Thoracic outlet syndrome inherited ?,inheritance,original
is thoracic outlet syndrome inherited,inheritance,colloquial
is thoracic outlet syndrome inherited,inheritance,typo
Is hereditary antithrombin deficiency inherited ?,inheritance,original
is hereditary antithrombin deficiency inherited,inheritance,colloquial
is gereditary antithhrimbin deficiency inherited,inheritance,typo
Is Ehlers-Danlos syndrome inherited ?,inheritance,original
is ehlers-danlos syndrome inherited,inheritance,colloquial
is ehhlers-dannlos syndromee inherited,inheritance,typo
Is bladder cancer inherited ?,inheritance,original
is bladder cancer inherited,inheritance,colloquial
is bdder cancer inherited,inheritance,typo
Is propionic acidemia inherited ?,inheritance,original
is propionic acidemia inherited,inheritance,colloquial
is proionic acidemia inherited,inheritance,typo
Is Amyotrophic lateral sclerosis inherited ?,inheritance,original
is amyotrophic lateral sclerosis inherited,inheritance,colloquial
is amyotrophuc lateral sclerosiis nherited,inheritance,typo
Is arterial tortuosity syndrome inherited ?,inheritance,original
is arterial tortuosity syndrome inherited,inheritance,colloquial
is arterial yorttuosity ssyndroome onhrited,inheritance,typo
Is optic atrophy type 1 inherited ?,inheritance,original
is optic atrophy type 1 inherited,inheritance,colloquial
is optic aroy type 1 onhetited,inheritance,typo
Is Horner syndrome inherited ?,inheritance,original
is horner syndrome inherited,inheritance,colloquial
is horner syndrome inherited,inheritance,typo
Is common variable immune deficiency inherited ?,inheritance,original
is common variable immune deficiency inherited,inheritance,colloquial
is commn variiable immune deficciency inherited,inheritance,typo
Is Dextrocardia with situs inversus inherited ?,inheritance,original
is dextrocardia with situs inversus inherited,inheritance,colloquial
is dextroccarda with situs inversu inheited,inheritance,typo
Is 8p11 myeloproliferative syndrome inherited ?,inheritance,original
is 8p11 myeloproliferative syndrome inherited,inheritance,colloquial
is 8p11 myelopproliferative syndromee inherited,inheritance,typo
Is craniofacial microsomia inherited ?,inheritance,original
is craniofacial microsomia inherited,inheritance,colloquial
is craniogacial microsomua inherited,inheritance,typo
Is Hypophosphatasia inherited ?,inheritance,original
is hypophosphatasia inherited,inheritance,colloquial
is hhypophospatasia inhherited,inheritance,typo
Is recombinant 8 syndrome inherited ?,inheritance,original
is recombinant 8 syndrome inherited,inheritance,colloquial
is eecombunant 8 synddrome nherited,inheritance,typo
Is Nonspherocytic hemolytic anemia due to hexokinase deficiency inherited ?,inheritance,original
is nonspherocytic hemolytic anemia due to hexokinase deficiency inherited,inheritance,colloquial
is nosphetocytic hemolytic anemia due to hexokinase deficirncy inheited,inheritance,typo
Is early-onset glaucoma inherited ?,inheritance,original
is early-onset glaucoma inherited,inheritance,colloquial
is earrlyy-onset glaucoma inherited,inheritance,typo
Is progressive pseudorheumatoid dysplasia inherited ?,inheritance,original
is progressive pseudorheumatoid dysplasia inherited,inheritance,colloquial
is pprogressive pseudoeumatoid dysplasia iinjerited,inheritance,typo
Is Familial isolated hyperparathyroidism inherited ?,inheritance,original
is familial isolated hyperparathyroidism inherited,inheritance,colloquial
is fammilial isolated hyperparathyroidism inherited,inheritance,typo
Is leukocyte adhesion deficiency type 1 inherited ?,inheritance,original
is leukocyte adhesion deficiency type 1 inherited,inheritance,colloquial
is leukocyte addhesion deficiency tyoe 1 ibheritd,inheritance,typo
Is X-linked myotubular myopathy inherited ?,inheritance,original
is x-linked myotubular myopathy inherited,inheritance,colloquial
is x-linked morubular mmyopathy inherited,inheritance,typo
Is fragile X-associated tremor/ataxia syndrome inherited ?,inheritance,original
is fragile x-associated tremor/ataxia syndrome inherited,inheritance,colloquial
is frsgile x-associated tremorr/ataxia syndroome inheruteed,inheritance,typo
Is congenital insensitivity to pain inherited ?,inheritance,original
is congenital insensitivity to pain inherited,inheritance,colloquial
is congenital insenssitivity tto pain inheriitd,inheritance,typo
Is glutaric acidemia type I inherited ?,inheritance,original
is glutaric acidemia type i inherited,inheritance,colloquial
s glutaric acidenia tye i inhheroteed,inheritance,typo
Is chronic granulomatous disease inherited ?,inheritance,original
is chronic granulomatous disease inherited,inheritance,colloquial
is chronicc granullomatous disease inherited,inheritance,typo
Is familial lipoprotein lipase deficiency inherited ?,inheritance,original
is familial lipoprotein lipase deficiency inherited,inheritance,colloquial
is familial lipoprotein lippase deficiency inherited,inheritance,typo
Is Chronic inflammatory demyelinating polyneuropathy inherited ?,inheritance,original
is chronic inflammatory demyelinating polyneuropathy inherited,inheritance,colloquial
is cchronic inflammaatory demylinaating polyneutoathy inherited,inheritance,typo
Is Fatal familial insomnia inherited ?,inheritance,original
is fatal familial insomnia inherited,inheritance,colloquial
is fatal famlial insomnia inherited,inheritance,typo
"Is GM2-gangliosidosis, AB variant inherited ?",inheritance,original
"is gm2-gangliosidosis, ab variant inherited",inheritance,colloquial
"is ggm2-angliossidpsis, ab variant inherited",inheritance,typo
Is dilated cardiomyopathy with ataxia syndrome inherited ?,inheritance,original
is dilated cardiomyopathy with ataxia syndrome inherited,inheritance,colloquial
is dilated cardiomyopathy wuth atxia syndroome inherited,inheritance,typo
Is Nakajo-Nishimura syndrome inherited ?,inheritance,original
is nakajo-nishimura syndrome inherited,inheritance,colloquial
is nnaajo-nishimura syndrpmee iinheriited,inheritance,typo
Is primary carnitine deficiency inherited ?,inheritance,original
is primary carnitine deficiency inherited,inheritance,colloquial
is primary varnitine drfienccy iinherited,inheritance,typo
"Is autoimmune polyglandular syndrome, type 1 inherited ?",inheritance,original
"is autoimmune polyglandular syndrome, type 1 inherited",inheritance,colloquial
"is auuroimmune polyglandular syndrome, type 1 inheried",inheritance,typo
Is WAGR syndrome inherited ?,inheritance,original
is wagr syndrome inherited,inheritance,colloquial
id wagr syndrome inherited,inheritance,typo
Is aceruloplasminemia inherited ?,inheritance,original
is aceruloplasminemia inherited,inheritance,colloquial
os aceruloplasmonemaa inherited,inheritance,typo
Is Norrie disease inherited ?,inheritance,original
is norrie disease inherited,inheritance,colloquial
is norrie dsese inheriyed,inheritance,typo
Is Danon disease inherited ?,inheritance,original
is danon disease inherited,inheritance,colloquial
is danon diissse ibherited,inheritance,typo
Is COG5-congenital disorder of glycosylation inherited ?,inheritance,original
is cog5-congenital disorder of glycosylation inherited,inheritance,colloquial
is cog5-congeenital disorder off glycpsylation inherited,inheritance,typo
Is Birt-Hogg-Dub syndrome inherited ?,inheritance,original
is birt-hogg-dub syndrome inherited,inheritance,colloquial
is birt-hogg-dub ssyndrome inhherited,inheritance,typo
Is 16p11.2 deletion syndrome inherited ?,inheritance,original
is 16p11.2 deletion syndrome inherited,inheritance,colloquial
is 16p11.2 ddeletipn syndrme inherited,inheritance,typo
Is Galactosialidosis inherited ?,inheritance,original
is galactosialidosis inherited,inheritance,colloquial
is gllsctosialidosis inherited,inheritance,typo
Is Congenital bilateral absence of the vas deferens inherited ?,inheritance,original
is congenital bilateral absence of the vas deferens inherited,inheritance,colloquial
is congenitl bilateral absence of the vvas deeens inherited,inheritance,typo
"Is 48,XXYY syndrome inherited ?",inheritance,original
"is 48,xxyy syndrome inherited",inheritance,colloquial
"os 48,xxyy syndrome inherited",inheritance,typo
Is hereditary xanthinuria inherited ?,inheritance,original
is hereditary xanthinuria inherited,inheritance,colloquial
is gereditary xanthinuria inherited,inheritance,typo
"Is X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia inherited ?",inheritance,original
"is x-linked immunodeficiency with magnesium defect, epstein-barr virus infection, and neoplasia inherited",inheritance,colloquial
"is c-liked immunodeficiienc with magnesium defect, epstein-barr virus infecrion, and neoplasia innherrited",inheritance,typo
Is heterotaxy syndrome inherited ?,inheritance,original
is heterotaxy syndrome inherited,inheritance,colloquial
os heterotaxy syndrome inheeruted,inheritance,typo
Is Sjgren syndrome inherited ?,inheritance,original
is sjgren syndrome inherited,inheritance,colloquial
is sjgren syndrone inherited,inheritance,typo
Is hereditary diffuse gastric cancer inherited ?,inheritance,original
is hereditary diffuse gastric cancer inherited,inheritance,colloquial
is hereditary diffusee gastric cancer inherited,inheritance,typo
Is lissencephaly with cerebellar hypoplasia inherited ?,inheritance,original
