question,qtype,source
Do I ned to ttop takig my medicsion before my blood test,exams and tests,typo
How to diagnose Rickets ?,exams and tests,original
"I'm due for a follow-up scan after my operation, what will it show",exams and tests,llm_generated
Do I need to be screened for diabetes?,exams and tests,llm_generated
Do I need to stop taking my medication before my blood test,exams and tests,llm_generated
"I'm due for a follow-up scan aftet my ooeeration, what will it dhhow",exams and tests,typo
How to diagnose Myasthenia gravis ?,exams and tests,original
"I've had a weird result from a home test kit, what should I do now",exams and tests,llm_generated
"Can I have a test to check my liver function, I've been drinking a lot",exams and tests,llm_generated
"How often should I have a prostate exam, I'm getting a bit older now",exams and tests,llm_generated
"Can I hhavw a test too check my liver function, I've been drinking a lot",exams and tests,typo
How to diagnose Xanthoma ?,exams and tests,original
Can you tell me about the process for getting a brain scan,exams and tests,llm_generated
When can I expect to hear back about my latest test results?,exams and tests,llm_generated
Is there a routine test for bowel cancer?,exams and tests,llm_generated
Ca you tell me about te process for getting a braii scan,exams and tests,typo
How to diagnose Blount disease ?,exams and tests,original
"They sent me for a barium swallow, what exactly is that?",exams and tests,llm_generated
Will I get the results from my X-ray straight away?,exams and tests,llm_generated
Are my test results back yet?,exams and tests,llm_generated
Are my test resulta backk et?,exams and tests,typo
How to diagnose Acidosis ?,exams and tests,original
"How accurate are home pregnancy tests, should I get a blood test instead",exams and tests,llm_generated
"My doctor said I need a CT scan, what is that exactly?",exams and tests,llm_generated
"I'm really scared about having a colonoscopy, what happens?",exams and tests,llm_generated
"How accueate are home tgnancy tests, should I geet a blood test instead",exams and tests,typo
How to diagnose Myocardial contusion ?,exams and tests,original
Is it normal to wait this long for my scan results?,exams and tests,llm_generated
"After the appointment, will I get a summary of my results or do I need to ask for one?",exams and tests,llm_generated
Can I just ask for a vitamin D test?,exams and tests,llm_generated
"Afte tje sppointment, wik II get a summmary of my results or do I ned to ask for one?",exams and tests,typo
How to diagnose Thrombocytopenia ?,exams and tests,original
"Can I get a test for food intolerance, I think I might have one",exams and tests,llm_generated
How do I book in for an ultrasound?,exams and tests,llm_generated
"My GP mentioned a 'wellbeing check', what's included?",exams and tests,llm_generated
gow fo I book in for an utrasound?,exams and tests,typo
How to diagnose Kidney Stones in Adults ?,exams and tests,original
Do I need to fast before my glucose test or can I eat beforehand,exams and tests,llm_generated
When can I expect to hear back about my latest test results?,exams and tests,llm_generated
How do I book in for an ultrasound?,exams and tests,llm_generated
Do I need to fast before my gkuvose test or can I eat beforehand,exams and tests,typo
How to diagnose Glossitis ?,exams and tests,original
"How accurate are home pregnancy tests, should I get a blood test instead",exams and tests,llm_generated
Do I need to prepare myself in any way before a CT scan,exams and tests,llm_generated
"Do I need to do anything to prepare for getting my test results, like fasting or something?",exams and tests,llm_generated
Do I bewd to prepare myself in any way before a CT dcan,exams and tests,typo
How to diagnose What I need to know about Hirschsprung Disease ?,exams and tests,original
Where can I get my hearing tested privately?,exams and tests,llm_generated
"I'm anxious about my upcoming biopsy, will it hurt",exams and tests,llm_generated
"After the test, will I get any further instructions or advice on what to do next?",exams and tests,llm_generated
"I'm anxious sbout my upcoing biopsy, wiill it hurt",exams and tests,typo
How to diagnose Hemorrhoids ?,exams and tests,original
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
Can I get my test results over the phone or do I have to come in to the surgery?,exams and tests,llm_generated
"They took some swabs, what are those testing for?",exams and tests,llm_generated
"They too some swabs, what are those tesying foor?",exams and tests,typo
How to diagnose Facioscapulohumeral muscular dystrophy ?,exams and tests,original
Do I need to stop eating before my scan appointment?,exams and tests,llm_generated
"They sent me for a barium swallow, what exactly is that?",exams and tests,llm_generated
Where can I get my hearing tested privately?,exams and tests,llm_generated
Do I need to stop eating before my scan appointmennt?,exams and tests,typo
How to diagnose Achalasia ?,exams and tests,original
"How will I know what my test results mean, will someone explain everything to me or do I need to do my own research?",exams and tests,llm_generated
How often should I have my cholesterol levels checked,exams and tests,llm_generated
"After the test, will I get any further instructions or advice on what to do next?",exams and tests,llm_generated
"After the test, will  get anu fuuther instructions oor adic on hat to do next?",exams and tests,typo
How to diagnose Amniotic constriction bands ?,exams and tests,original
Do I need a doctor's referral to get a bone density scan,exams and tests,llm_generated
Can you tell me about the process for getting a brain scan,exams and tests,llm_generated
"I've had a weird result from a home test kit, what should I do now",exams and tests,llm_generated
"I've haad a weirrd result from a hhome test kit, wha should I do nnpw",exams and tests,typo
How to diagnose Endometritis ?,exams and tests,original
Can I just buy a home UTI test instead of coming in?,exams and tests,llm_generated
What's the difference between an ultrasound and an MRI?,exams and tests,llm_generated
"Do I need to do anything to prepare for getting my test results, like fasting or something?",exams and tests,llm_generated
What's thee difffrence betqren an ultrasouund and an MRI?,exams and tests,typo
How to diagnose Colon Cancer ?,exams and tests,original
Do I get to talk to the doctor about my results or is it all done through a nurse?,exams and tests,llm_generated
"What's the typical turnaround time for test results, is it a few days or a week or two?",exams and tests,llm_generated
Do I need to make a follow-up appointment to get my test results or can I just ring up?,exams and tests,llm_generated
o I need to make a follow-up appooinntment to get my test resultd or can I just riing up?,exams and tests,typo
How to diagnose Stargardt disease ?,exams and tests,original
What kind of tests might they do for headaches that won't go away?,exams and tests,llm_generated
"They sent me for a barium swallow, what exactly is that?",exams and tests,llm_generated
"What happens after I've had the MRI scan, do I get the results straight away or later?",exams and tests,llm_generated
"WWhat happens after I've hsd th MRI scan, do I get thee resuts srraight away oe katet?",exams and tests,typo
How to diagnose Primary Hyperparathyroidism ?,exams and tests,original
What's the difference between a screening test and a diagnostic test,exams and tests,llm_generated
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
Where can I get my hearing tested privately?,exams and tests,llm_generated
Whaat'd the fifference between a screeing rest and a diagnostic twst,exams and tests,typo
How to diagnose Polycystic kidney disease ?,exams and tests,original
What does a high blood pressure reading actually mean?,exams and tests,llm_generated
"After I've had the X-ray, do I need to wait around for the results or can I go home?",exams and tests,llm_generated
"Can I have a scan to check for osteoporosis, my grandma had it",exams and tests,llm_generated
"Can I ave a scan to ccheck for osteoporosis, my grandma had t",exams and tests,typo
How to diagnose Acute lymphoblastic leukemia (ALL) ?,exams and tests,original
Can I say no to a blood test?,exams and tests,llm_generated
Is it normal to wait this long for my scan results?,exams and tests,llm_generated
What's the difference between a screening test and a diagnostic test,exams and tests,llm_generated
Whatt'a the difference between a screwning test and a diaggnostic test,exams and tests,typo
How to diagnose Parasites - Enterobiasis (also known as Pinworm Infection) ?,exams and tests,original
Can I get my test results over the phone or do I have to come in to the surgery?,exams and tests,llm_generated
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
"I've been referred for an ultrasound, what's the difference between that and an x-ray",exams and tests,llm_generated
"What's involved in a health check, is it just a bunch of tesrs",exams and tests,typo
How to diagnose Pigmented villonodular synovitis ?,exams and tests,original
"What happens after the test, do I just go home and wait for the results or is there something else I need to do?",exams and tests,llm_generated
"What's the difference between a private and NHS scan, is it worth paying for",exams and tests,llm_generated
"How will I know what my test results mean, will someone explain everything to me or do I need to do my own research?",exams and tests,llm_generated
"What's the diffeence between a pprivate aand NHS scan, is it worth aying for",exams and tests,typo
How to diagnose Congenital spherocytic anemia ?,exams and tests,original
What's the difference between an ultrasound and an MRI?,exams and tests,llm_generated
"I'm worried about my mole, can I get a skin check",exams and tests,llm_generated
Can I get a blood test for iron levels?,exams and tests,llm_generated
What's the differwnce between an ultrasouund and an MRI?,exams and tests,typo
How to diagnose Psoriasis - guttate ?,exams and tests,original
Are there any risks with having an MRI scan?,exams and tests,llm_generated
Can I request a specific type of scan if I'm claustrophobic,exams and tests,llm_generated
Do I need to take any action after getting my test results or will the doctor sort everything out?,exams and tests,llm_generated
Can I request a speciic type og scan if I'm claustrophobic,exams and tests,typo
How to diagnose Alcohol use disorder ?,exams and tests,original
How do I book in for an ultrasound?,exams and tests,llm_generated
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
"What's the difference between a private and NHS scan, is it worth paying for",exams and tests,llm_generated
"What's yhe diffwrence between a private aand NHS scan, is i wwoorth aying fpr",exams and tests,typo
How to diagnose Double outlet right ventricle ?,exams and tests,original
"What's the usual wait time for getting test results back, is it a few days or longer?",exams and tests,llm_generated
"I'm due for a review of my condition, will I need to have more tests",exams and tests,llm_generated
"How will I find out my test results, will it be by phone, email, or post?",exams and tests,llm_generated
"How will I find out myy test results, wilk it be by phone, emil, o post?",exams and tests,typo
How to diagnose Tinea versicolor ?,exams and tests,original
"How long after the procedure will I get my results, is it a few days or a couple of weeks?",exams and tests,llm_generated
"After I've had the X-ray, do I need to wait around for the results or can I go home?",exams and tests,llm_generated
"I've got my appointment for the biopsy, but what's the plan after that, do I need to come back in?",exams and tests,llm_generated
"After I've had the X-ray, do I need tto wait arond fr the results or can I go home?",exams and tests,typo
How to diagnose Coronary Heart Disease ?,exams and tests,original
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
"I'm anxious about my upcoming biopsy, will it hurt",exams and tests,llm_generated
Can I just ask for a vitamin D test?,exams and tests,llm_generated
"What's innvolved in a health check, is t judt a bunch of twss",exams and tests,typo
How to diagnose Empyema ?,exams and tests,original
Is there a routine test for bowel cancer?,exams and tests,llm_generated
How long does it take to get the results of a urine sample back,exams and tests,llm_generated
Can I just walk in for an STI check?,exams and tests,llm_generated
ow long does it e to get the results of a urine sample bacck,exams and tests,typo
How to diagnose Plasma Cell Neoplasms (Including Multiple Myeloma) ?,exams and tests,original
"I've been feeling really unwell, can I get some bloods taken",exams and tests,llm_generated
Is there a test for long Covid symptoms?,exams and tests,llm_generated
What does a smear test actually involve?,exams and tests,llm_generated
What does a ser test actually involvw?,exams and tests,typo
How to diagnose Intraocular (Uveal) Melanoma ?,exams and tests,original
"I'm due for a review of my condition, will I need to have more tests",exams and tests,llm_generated
What are they checking for in my stool sample?,exams and tests,llm_generated
Do I need to make an appointment for a hearing test or can I just drop in,exams and tests,llm_generated
"I'm due for a evieew of my condition, will I need to have more ttestts",exams and tests,typo
How to diagnose Newborn jaundice ?,exams and tests,original
"I'm really scared about having a colonoscopy, what happens?",exams and tests,llm_generated
"After I've had the X-ray, do I need to wait around for the results or can I go home?",exams and tests,llm_generated
What's the difference between a screening test and a diagnostic test,exams and tests,llm_generated
"I'm really scarrd sbout havinf a colonoscopy, wha hapns?",exams and tests,typo
How to diagnose Corneal ulcers and infections ?,exams and tests,original
Can I just walk in for an STI check?,exams and tests,llm_generated
Do I get a follow-up appointment after the tests to discuss the results or is it all done by mail?,exams and tests,llm_generated
"How will I find out my test results, will it be by phone, email, or post?",exams and tests,llm_generated
"How will II fid out my test resultss, will it be by phpne, email, or pposst?",exams and tests,typo
How to diagnose McCune-Albright syndrome ?,exams and tests,original
Can I get my test results over the phone or do I have to come in to the surgery?,exams and tests,llm_generated
How accurate are those home pregnancy tests from the chemist?,exams and tests,llm_generated
Do I need a doctor's referral to get a blood test done,exams and tests,llm_generated
Can I ge my test results overr thhe phone or do I have to come inn to the ssurgeru?,exams and tests,typo
How to diagnose Glossopharyngeal neuralgia ?,exams and tests,original
What's the procedure for getting a private health check,exams and tests,llm_generated
"What's the point of a wellbeing check, is it just a waste of time",exams and tests,llm_generated
"After I've had the X-ray, do I need to wait around for the results or can I go home?",exams and tests,llm_generated
"What's the poin of a wellbeing check, is it juat a waste of time",exams and tests,typo
How to diagnose Hemolytic Uremic Syndrome in Children ?,exams and tests,original
Does a biopsy hurt?,exams and tests,llm_generated
"I've had the test, now what, do I just wait for a letter or do I need to do something?",exams and tests,llm_generated
"What happens after the test, do I just go home and wait for the results or is there something else I need to do?",exams and tests,llm_generated
"Whaat happes qfter the test, do I just go home and wait foe thhe tesults or is there somthinng elsr I need tto do?",exams and tests,typo
How to diagnose Klippel-Trenaunay syndrome ?,exams and tests,original
Can you tell me about the process for getting a private medical exam,exams and tests,llm_generated
What's the difference between an ultrasound and an MRI?,exams and tests,llm_generated
"What happens after I've got my test results, do I need to make any lifestyle changes or what?",exams and tests,llm_generated
What's the fference betweeen qn ultrasound and an MI?,exams and tests,typo
How to diagnose High blood pressure - infants ?,exams and tests,original
"What's the difference between a private and NHS scan, is it worth paying for",exams and tests,llm_generated
"I'm anxious about my upcoming appointment, can you tell me what to expect",exams and tests,llm_generated
Does a biopsy hurt?,exams and tests,llm_generated
Dos a biopsy hurt?,exams and tests,typo
How to diagnose Acute cholecystitis ?,exams and tests,original
Can I get a blood test for iron levels?,exams and tests,llm_generated
"How will I find out my test results, will it be by phone, email, or post?",exams and tests,llm_generated
"I'm anxious about my upcoming appointment, can you tell me what to expect",exams and tests,llm_generated
"How will I find ot my test results, will it be by phone, emaik, ir post?",exams and tests,typo
How to diagnose Kidney Disease of Diabetes ?,exams and tests,original
"My doctor said I need a CT scan, what is that exactly?",exams and tests,llm_generated
"What's the difference between a private and NHS scan, is it worth paying for",exams and tests,llm_generated
"I'm due for a follow-up scan after my operation, what will it show",exams and tests,llm_generated
"What's the differenw between a private and NHS scann, is it worth paing for",exams and tests,typo
How to diagnose Necrotizing vasculitis ?,exams and tests,original
What kind of tests might they do for headaches that won't go away?,exams and tests,llm_generated
"I've been experiencing some weird symptoms, can I get some tests run",exams and tests,llm_generated
Do I need to book an appointment to get an MRI scan or can I just turn up,exams and tests,llm_generated
"I've been expeeriencinf smw weird symptoms, cqn o get some yests ru",exams and tests,typo
How to diagnose Peripheral Arterial Disease (P.A.D.) ?,exams and tests,original
"What's the process for getting my results, do I need to ring up or will someone contact me?",exams and tests,llm_generated
"I'm due for a follow-up scan after my operation, what will it show",exams and tests,llm_generated
"I've had my test, what's the next step, do I need to see a specialist or something?",exams and tests,llm_generated
"What's the procesa for getyinh my results, do I neeedd to ing up or will someonee contact me?",exams and tests,typo
How to diagnose Cancer - renal pelvis or ureter ?,exams and tests,original
"How will I find out my test results, will it be by phone, email, or post?",exams and tests,llm_generated
Can you tell me about the process for getting a private medical exam,exams and tests,llm_generated
"What's the usual wait time for getting test results back, is it a few days or longer?",exams and tests,llm_generated
"How will I finnd out m test results, will it be vy phne, email, or post?",exams and tests,typo
How to diagnose Neurodegeneration with brain iron accumulation (NBIA) ?,exams and tests,original
How do I book in for an ultrasound?,exams and tests,llm_generated
"I've been experiencing some weird symptoms, can I get some tests run",exams and tests,llm_generated
"Can I request a copy of my test results, or are they just for my doctor to see?",exams and tests,llm_generated
"I've been experiencing some weird symptoms, can I get some tests run",exams and tests,typo
How to diagnose Entropion ?,exams and tests,original
"What happens after the test, do I just go home and wait for the results or is there something else I need to do?",exams and tests,llm_generated
Is there a routine test for bowel cancer?,exams and tests,llm_generated
"I've got my appointment for the biopsy, but what's the plan after that, do I need to come back in?",exams and tests,llm_generated
"I've got my appoitmeet for the biiopsy, but what's the plan after that, do I ned to come back in?",exams and tests,typo
How to diagnose Collapsed lung (pneumothorax) ?,exams and tests,original
"My GP wants a urine sample, what are they looking for?",exams and tests,llm_generated
Will I be asleep for the endoscopy?,exams and tests,llm_generated
"My doctor said I need a CT scan, what is that exactly?",exams and tests,llm_generated
qill I be aslep for hr endoscopy?,exams and tests,typo
How to diagnose Progressive supranuclear palsy ?,exams and tests,original
Should I get tested for common allergies?,exams and tests,llm_generated
"I'm going to have a fitness test for work, what does it entail",exams and tests,llm_generated
"My GP said I need a lung function test, what does that involve?",exams and tests,llm_generated
"u'm going to have a fitnwss test for work, what does it entail",exams and tests,typo
How to diagnose Brody myopathy ?,exams and tests,original
"How often should I have a prostate exam, I'm getting a bit older now",exams and tests,llm_generated
Are there any risks with having an MRI scan?,exams and tests,llm_generated
Can I get a blood test for iron levels?,exams and tests,llm_generated
"Hoow often should I hae a postate exam, I'm getting a bit older now",exams and tests,typo
How to diagnose Hypothyroidism ?,exams and tests,original
"Can I have a scan to check for osteoporosis, my grandma had it",exams and tests,llm_generated
Can I get a blood test for iron levels?,exams and tests,llm_generated
"What happens after I've got my test results, do I need to make any lifestyle changes or what?",exams and tests,llm_generated
Can I gwt a bloood test for ir levellss?,exams and tests,typo
How to diagnose Arterial embolism ?,exams and tests,original
Can I get my test results over the phone or do I have to come in to the surgery?,exams and tests,llm_generated
How long does it take to get a proper diagnosis after all these tests?,exams and tests,llm_generated
Do I need to be screened for diabetes?,exams and tests,llm_generated
Do I need to be screened for doabetes?,exams and tests,typo
How to diagnose Bowlegs ?,exams and tests,original
Can I request a specific type of scan if I'm claustrophobic,exams and tests,llm_generated
Do I need a GP referral for a private scan?,exams and tests,llm_generated
"How long does it take to get the blood test results back, is it a few days or a week?",exams and tests,llm_generated
Do I need a GP rreferral for a private scan?,exams and tests,typo
How to diagnose Achondroplasia ?,exams and tests,original
Do I need to prepare myself in any way before a CT scan,exams and tests,llm_generated
What's the procedure for getting a private health check,exams and tests,llm_generated
"After the test, will I get any further instructions or advice on what to do next?",exams and tests,llm_generated
"After the rest, will I et any furthher instructions or advice on what to ddp next?",exams and tests,typo
How to diagnose Esophagitis - infectious ?,exams and tests,original
"What's the point of a wellbeing check, is it just a waste of time",exams and tests,llm_generated
Is it normal to wait this long for my scan results?,exams and tests,llm_generated
Do I need to drink a special liquid before my scan or can I just have water,exams and tests,llm_generated
Do I need to drink a dpecial liquid before my scan ot can  just hve water,exams and tests,typo
How to diagnose Silicosis ?,exams and tests,original
"I'm really scared about having a colonoscopy, what happens?",exams and tests,llm_generated
What are they checking for in my stool sample?,exams and tests,llm_generated
"After the test, will I get any further instructions or advice on what to do next?",exams and tests,llm_generated
Whaat are they checking for in my stoo samle?,exams and tests,typo
How to diagnose Corns and calluses ?,exams and tests,original
Can I just walk in for an STI check?,exams and tests,llm_generated
Will an ultrasound show what's causing the pain in my stomach?,exams and tests,llm_generated
Can you tell me about the process for getting a brain scan,exams and tests,llm_generated
Will an ulltraasiund shoow whhar's causing the pain in my stomach?,exams and tests,typo
How to diagnose Narcolepsy ?,exams and tests,original
"How long after the procedure will I get my results, is it a few days or a couple of weeks?",exams and tests,llm_generated
"After the exam, will someone go through my results with me and explain what everything means?",exams and tests,llm_generated
What kind of tests might they do for headaches that won't go away?,exams and tests,llm_generated
"fter rhe exam, will someone go tthrpug my results with me and eplain what evverythng mrqns?",exams and tests,typo
How to diagnose Paraphimosis ?,exams and tests,original
Can I just buy a home UTI test instead of coming in?,exams and tests,llm_generated
Do I need to drink a special liquid before my scan or can I just have water,exams and tests,llm_generated
Can I say no to a blood test?,exams and tests,llm_generated
Can I say no to a blood test?,exams and tests,typo
How to diagnose Hypercalcemia ?,exams and tests,original
"I'm meant to have a colonoscopy soon, what exactly does it involve",exams and tests,llm_generated
"Can I have a test to check my liver function, I've been drinking a lot",exams and tests,llm_generated
How do I book in for an ultrasound?,exams and tests,llm_generated
"Can I hav a test to check my liver funxtion, I've beeen drinkng a lot",exams and tests,typo
How to diagnose Diabetes and eye disease ?,exams and tests,original
"My GP wants a urine sample, what are they looking for?",exams and tests,llm_generated
"What's an ECG, my doctor wants me to have one?",exams and tests,llm_generated
Do I get to talk to the doctor about my results or is it all done through a nurse?,exams and tests,llm_generated
"What's a ECG, my doctor wants me to have oe?",exams and tests,typo
How to diagnose Laryngitis ?,exams and tests,original
"What happens after I've had the scan, then, do I get the results straight away or what?",exams and tests,llm_generated
"I've been feeling really unwell, can I get some bloods taken",exams and tests,llm_generated
Do I need to fast before my glucose test or can I eat beforehand,exams and tests,llm_generated
Do I need to fast before my glucose test or can I ea beforehand,exams and tests,typo
How to diagnose 21-hydroxylase deficiency ?,exams and tests,original
Can I access my test results online or do I need to go through my GP surgery?,exams and tests,llm_generated
Do I need to stop taking my medication before my blood test,exams and tests,llm_generated
Should I get my cholesterol checked out?,exams and tests,llm_generated
D I need to stop taking my medication beforre my blood test,exams and tests,typo
How to diagnose Type 2 diabetes ?,exams and tests,original
"I'm anxious about my upcoming biopsy, will it hurt",exams and tests,llm_generated
Can you tell me about the process for getting a brain scan,exams and tests,llm_generated
"I've had the test, now what, do I just wait for a letter or do I need to do something?",exams and tests,llm_generated
"I'm anxious aboout ny upcoming biops, will it hurt",exams and tests,typo
How to diagnose Pseudohypoparathyroidism ?,exams and tests,original
What if I can't actually do a pee sample when I'm at the clinic?,exams and tests,llm_generated
"I've got an appt for an 'echo', what is that?",exams and tests,llm_generated
"What's the next step if the test shows something's not right, do I get referred to a specialist?",exams and tests,llm_generated
Whqt if o can't actually do a pee saample wheen I'm at te cliinic?,exams and tests,typo
How to diagnose Syringomyelia ?,exams and tests,original
"After the exam, will the doctor go through everything with me or do I get a letter in the post?",exams and tests,llm_generated
"I missed my blood test, can I rebook it online?",exams and tests,llm_generated
"Can I have a scan to check for osteoporosis, my grandma had it",exams and tests,llm_generated
"Afer the exam, woll the doctor go through evverythingg wth me or do I get a letter in the post?",exams and tests,typo
How to diagnose Cohen syndrome ?,exams and tests,original
Do I need to make an appointment for a hearing test or can I just drop in,exams and tests,llm_generated
When can I expect to hear back about my latest test results?,exams and tests,llm_generated
Can I get my test results over the phone or do I have to come in to the surgery?,exams and tests,llm_generated
Whe can  expet to hwar back about my latest test results?,exams and tests,typo
How to diagnose Fungal nail infection ?,exams and tests,original
Do I need to fast before my blood tests tomorrow morning?,exams and tests,llm_generated
Do I need to book an appointment to get an MRI scan or can I just turn up,exams and tests,llm_generated
"What's the point of having a smear test, is it really necessary",exams and tests,llm_generated
Do I need to ook an appointment to get an RRI scan or can I jus turn up,exams and tests,typo
How to diagnose Secondary systemic amyloidosis ?,exams and tests,original
Can I get a private scan if I'm on a long waiting list for an NHS one,exams and tests,llm_generated
Can I request a specific type of scan if I'm claustrophobic,exams and tests,llm_generated
Should I get tested for common allergies?,exams and tests,llm_generated
Can I et aa private sxan if I'm on a lpng waiting list fo an NHS one,exams and tests,typo
How to diagnose Ataxia - telangiectasia ?,exams and tests,original
Can I get my test results over the phone or do I have to come in to the surgery?,exams and tests,llm_generated
"Can I get a copy of my test results, I want to show them to a private doctor",exams and tests,llm_generated
What if I can't actually do a pee sample when I'm at the clinic?,exams and tests,llm_generated
CCan II gt my test results over yhe phone or do I have to come in to thhe surggery?,exams and tests,typo
How to diagnose Mulibrey Nanism ?,exams and tests,original
"After the exam, will the doctor go through everything with me or do I get a letter in the post?",exams and tests,llm_generated
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
"I've been experiencing some weird symptoms, can I get some tests run",exams and tests,llm_generated
"After the exam, will th dovtor goo through everything with me or do I get a letteet in thee ppoost?",exams and tests,typo
How to diagnose Trisomy 18 ?,exams and tests,original
"Can I get a full health check-up, like a MOT?",exams and tests,llm_generated
"I had a mammogram last year, do I need to have one again this year",exams and tests,llm_generated
What prep do I need to do for a gastroscopy?,exams and tests,llm_generated
"I had a mammogram last ear, do I neeed t havvee one again this year",exams and tests,typo
How to diagnose Adult soft tissue sarcoma ?,exams and tests,original
Do I need to drink a special liquid before my scan or can I just have water,exams and tests,llm_generated
Do I need to book an appointment to get an MRI scan or can I just turn up,exams and tests,llm_generated
Can I say no to a blood test?,exams and tests,llm_generated
Can I ssy no to a blood test?,exams and tests,typo
How to diagnose Coal worker's pneumoconiosis ?,exams and tests,original
"What's the typical turnaround time for test results, is it a few days or a week or two?",exams and tests,llm_generated
Do I need to stop eating before my scan appointment?,exams and tests,llm_generated
"How will I know what my test results mean, will someone explain everything to me or do I need to do my own research?",exams and tests,llm_generated
"How will I knoww what my trst resuls mean, wil somne explain verything to me or do I need tp do my own research?",exams and tests,typo
How to diagnose Idiopathic hypersomnia ?,exams and tests,original
"How accurate are home pregnancy tests, should I get a blood test instead",exams and tests,llm_generated
Should I get tested for common allergies?,exams and tests,llm_generated
What tests do they usually do for infertility?,exams and tests,llm_generated
"How accurate are home pregnabcy tests, should I get a blood test iinatead",exams and tests,typo
How to diagnose Thalassemia ?,exams and tests,original
What's the difference between a screening test and a diagnostic test,exams and tests,llm_generated
Can you tell me about the process for getting a private medical exam,exams and tests,llm_generated
"I've been referred for an ultrasound, what's the difference between that and an x-ray",exams and tests,llm_generated
CCan you tell me about the process ffor getting a private mediical exam,exams and tests,typo
How to diagnose Pulmonary valve stenosis ?,exams and tests,original
"I'm due for a review of my condition, will I need to have more tests",exams and tests,llm_generated
"After the appointment, will I get a summary of my results or do I need to ask for one?",exams and tests,llm_generated
"I'm due for my cervical screening, do I need to book it soon?",exams and tests,llm_generated
"I'm due for myy ervical screening, fo I neef to book t soon?",exams and tests,typo
How to diagnose Silent thyroiditis ?,exams and tests,original
"What's the next step if the test shows something's not right, do I get referred to a specialist?",exams and tests,llm_generated
Can I access my test results online or do I need to go through my GP surgery?,exams and tests,llm_generated
Do I need to have a smear test if I've had the HPV vaccine,exams and tests,llm_generated
"What's the next atep if th restt showss something's not right, do I get referred to a specialist?",exams and tests,typo
How to diagnose Shigellosis ?,exams and tests,original
"Do I need to do anything to prepare for getting my test results, like fasting or something?",exams and tests,llm_generated
"I've been experiencing some weird symptoms, can I get some tests run",exams and tests,llm_generated
"Can I get a test to check for diabetes, my mum has it and I'm worried",exams and tests,llm_generated
"I've been experiencinh some weeird symptoms, xan I get spm tesrs run",exams and tests,typo
How to diagnose Strabismus ?,exams and tests,original
What's the difference between an ultrasound and an MRI?,exams and tests,llm_generated
"I'm worried about my mole, can I get a skin check",exams and tests,llm_generated
Can I just buy a home UTI test instead of coming in?,exams and tests,llm_generated
Cam  just buy a home UTI test instead of coming in?,exams and tests,typo
How to diagnose Cytomegalovirus retinitis ?,exams and tests,original
"After the exam, will someone go through my results with me and explain what everything means?",exams and tests,llm_generated
What's the waiting time for an appointment at the sexual health clinic,exams and tests,llm_generated
"I'm really scared about having a colonoscopy, what happens?",exams and tests,llm_generated
What's the waitig time for an appoimtment at the sexual ealth clinic,exams and tests,typo
How to diagnose Diabetic Kidney Disease ?,exams and tests,original
What did my recent blood results show?,exams and tests,llm_generated
"I've been feeling really unwell, can I get some bloods taken",exams and tests,llm_generated
"After the exam, will the doctor go through everything with me or do I get a letter in the post?",exams and tests,llm_generated
"II've been feeling ewally nwell, can I het some bloods taken",exams and tests,typo
How to diagnose Dehydration ?,exams and tests,original
"What's the process for getting a private MRI scan, is it expensive",exams and tests,llm_generated
"I'm going to have a fitness test for work, what does it entail",exams and tests,llm_generated
"I've had the test, now what, do I just wait for a letter or do I need to do something?",exams and tests,llm_generated
"I'm going o hae a fitnss test or work, what foes it entail",exams and tests,typo
How to diagnose High Blood Cholesterol ?,exams and tests,original
"Do I need to do anything to prepare for getting my test results, like fasting or something?",exams and tests,llm_generated
"I've had a weird result from a home test kit, what should I do now",exams and tests,llm_generated
Do I need to be screened for diabetes?,exams and tests,llm_generated
Do I need to be creened for diabetes?,exams and tests,typo
How to diagnose Urethral Cancer ?,exams and tests,original
Can you tell me about the process for getting a private medical exam,exams and tests,llm_generated
What did my recent blood results show?,exams and tests,llm_generated
Do I need to stop taking my medication before my blood test,exams and tests,llm_generated
What did my recent bloood results show?,exams and tests,typo
How to diagnose Holt-Oram syndrome ?,exams and tests,original
Do I need a doctor's referral to get a bone density scan,exams and tests,llm_generated
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
Do I get to talk to the doctor about my results or is it all done through a nurse?,exams and tests,llm_generated
Doo I get to talk to the doctor about my rresults oor is it all done through a nursee?,exams and tests,typo
How to diagnose Postpartum depression ?,exams and tests,original
"What's the next step if the test shows something's not right, do I get referred to a specialist?",exams and tests,llm_generated
Do I need to stop taking my medication before my blood test,exams and tests,llm_generated
Do I need to get a covid test before my hospital appointment?,exams and tests,llm_generated
Do I bred to get a cocid test before my hospitaal appointment?,exams and tests,typo
How to diagnose Sepsis ?,exams and tests,original
What kind of tests might they do for headaches that won't go away?,exams and tests,llm_generated
"I'm going to have a fitness test for work, what does it entail",exams and tests,llm_generated
What are they checking for in my stool sample?,exams and tests,llm_generated
What are they chexling for in my stool smple?,exams and tests,typo
